Wall time,Step,Value
1737019160.6840205,1,2.0526819229125977
1737019160.6853845,2,1.6617845296859741
1737019160.6854143,3,1.4769716262817383
1737019160.685435,4,1.3261983394622803
1737019160.685453,5,1.2033872604370117
1737019160.6854699,6,1.0944288969039917
1737019160.685488,7,1.0037401914596558
1737019160.6855054,8,0.922291100025177
1737019160.685522,9,0.8517107963562012
1737019160.6855402,10,0.7932126522064209
1737019160.685558,11,0.7419911026954651
1737019160.6856687,12,0.6972434520721436
1737019160.6858225,13,0.6624435782432556
1737019160.6859603,14,0.6251339912414551
1737019160.686091,15,0.5948502421379089
1737019160.6862705,16,0.564616322517395
1737019160.6864228,17,0.5382466316223145
1737019160.686554,18,0.514962375164032
1737019160.6866941,19,0.4911433756351471
1737019160.686825,20,0.47059503197669983
1737019160.6869535,21,0.4436289370059967
1737019160.6870842,22,0.42575106024742126
1737019160.6872158,23,0.4110318124294281
1737019160.6873443,24,0.3957810401916504
1737019160.6874754,25,0.3793392479419708
1737019160.6876056,26,0.3681444227695465
1737019160.6877348,27,0.35622739791870117
1737019160.687866,28,0.3447151184082031
1737019160.6879954,29,0.3325056731700897
1737019160.688122,30,0.32172897458076477
1737019160.6882508,31,0.3095695674419403
1737019160.688379,32,0.29880449175834656
1737019160.6885073,33,0.2899026572704315
1737019160.6886377,34,0.2813139855861664
1737019160.6887689,35,0.2708997428417206
1737019160.6888967,36,0.2633369266986847
1737019160.689025,37,0.25526145100593567
1737019160.689154,38,0.24454756081104279
1737019160.6892793,39,0.23788022994995117
1737019160.6894073,40,0.231577530503273
1737019160.6895325,41,0.2107689529657364
1737019160.68966,42,0.20581726729869843
1737019160.6897879,43,0.20211030542850494
1737019160.6899168,44,0.19202546775341034
1737019160.6900449,45,0.1884698122739792
1737019160.6902182,46,0.18195755779743195
1737019160.6903498,47,0.1755491942167282
1737019160.690481,48,0.1680990606546402
1737019160.6906028,49,0.16565002501010895
1737019160.690732,50,0.1611679047346115
1737019160.690853,51,0.15255479514598846
1737019160.6909838,52,0.1536732316017151
1737019160.6911147,53,0.14467866718769073
1737019160.6912448,54,0.14179205894470215
1737019160.6913772,55,0.1390325278043747
1737019160.691535,56,0.13179554045200348
1737019160.6915965,57,0.13135409355163574
1737019160.6916554,58,0.12530450522899628
1737019160.6917167,59,0.11981593817472458
1737019160.6917796,60,0.11704132705926895
1737019160.6918402,61,0.10290578007698059
1737019160.6919003,62,0.10033223778009415
1737019160.6919596,63,0.09792768955230713
1737019160.6920211,64,0.09509376436471939
1737019160.6920812,65,0.08937432616949081
1737019160.6921418,66,0.08944407850503922
1737019160.6922026,67,0.08776289969682693
1737019160.692262,68,0.08199144154787064
1737019160.6923218,69,0.08200486749410629
1737019160.6923828,70,0.07561995834112167
1737019160.6924446,71,0.07889332622289658
1737019160.6925056,72,0.0756647065281868
1737019160.6925678,73,0.07734871655702591
1737019160.6926277,74,0.07070677727460861
1737019160.6926882,75,0.06890694797039032
1737019160.6927505,76,0.06911905109882355
1737019160.6928108,77,0.06662065535783768
1737019160.6928704,78,0.0645267441868782
1737019160.69293,79,0.06096021458506584
1737019160.692989,80,0.060889411717653275
1737019160.6930475,81,0.052577439695596695
1737019160.6931381,82,0.048692893236875534
1737019160.6931608,83,0.048185575753450394
1737019160.6932182,84,0.046240609139204025
1737019160.6932778,85,0.04592980816960335
1737019160.6933389,86,0.04320893809199333
1737019160.693399,87,0.04521017149090767
1737019160.6934636,88,0.041540250182151794
1737019160.6935267,89,0.04251229390501976
1737019160.693586,90,0.03885326161980629
1737019160.6936455,91,0.040025755763053894
1737019160.693707,92,0.038795921951532364
1737019160.6937673,93,0.038410644978284836
1737019160.6938272,94,0.035975512117147446
1737019160.693887,95,0.036159198731184006
1737019160.6939545,96,0.03632260859012604
1737019160.6940145,97,0.03378980979323387
1737019160.6940732,98,0.03404766693711281
1737019160.6941435,99,0.03384110704064369
1737019160.6942077,100,0.03442898392677307
