Wall time,Step,Value
1736992516.627954,1,1.897060751914978
1736992516.630024,2,1.5116890668869019
1736992516.6300943,3,1.3242379426956177
1736992516.630122,4,1.1756852865219116
1736992516.630143,5,1.0538731813430786
1736992516.6301646,6,0.9577503204345703
1736992516.6301825,7,0.8699552416801453
1736992516.6301997,8,0.8073692917823792
1736992516.6302166,9,0.7503957748413086
1736992516.630235,10,0.6953584551811218
1736992516.6302538,11,0.6549157500267029
1736992516.6303895,12,0.6182965636253357
1736992516.630553,13,0.5846014618873596
1736992516.6306956,14,0.5596527457237244
1736992516.6308331,15,0.5265825390815735
1736992516.6309643,16,0.5071287155151367
1736992516.6310961,17,0.479628324508667
1736992516.6312292,18,0.4623136520385742
1736992516.6313617,19,0.44289430975914
1736992516.6315002,20,0.42494383454322815
1736992516.631632,21,0.39962708950042725
1736992516.6317685,22,0.38346830010414124
1736992516.6318932,23,0.3672143220901489
1736992516.6320202,24,0.3618205487728119
1736992516.6321485,25,0.3459452688694
1736992516.6322796,26,0.3374430239200592
1736992516.6324098,27,0.3263387084007263
1736992516.6325412,28,0.3130676746368408
1736992516.6326704,29,0.3017413914203644
1736992516.632803,30,0.29583725333213806
1736992516.6329288,31,0.28312966227531433
1736992516.6330562,32,0.27657437324523926
1736992516.6331956,33,0.26605579257011414
1736992516.6333332,34,0.2569448947906494
1736992516.6334646,35,0.24980773031711578
1736992516.6335952,36,0.2446867972612381
1736992516.6337216,37,0.23410481214523315
1736992516.6338525,38,0.22883248329162598
1736992516.6339805,39,0.21845529973506927
1736992516.634124,40,0.21254467964172363
1736992516.6342552,41,0.19792668521404266
1736992516.634383,42,0.19163961708545685
1736992516.6345203,43,0.1834736317396164
1736992516.634656,44,0.17889820039272308
1736992516.6347835,45,0.17366336286067963
1736992516.6349196,46,0.16793431341648102
1736992516.6350572,47,0.16282694041728973
1736992516.635185,48,0.16006435453891754
1736992516.6353214,49,0.15381130576133728
1736992516.6354558,50,0.14973773062229156
1736992516.635584,51,0.14439618587493896
1736992516.6357126,52,0.14212433993816376
1736992516.6358361,53,0.13610011339187622
1736992516.635974,54,0.12919384241104126
1736992516.6361017,55,0.12765686213970184
1736992516.6362283,56,0.1258666068315506
1736992516.636353,57,0.11632531881332397
1736992516.63648,58,0.11962082237005234
1736992516.6366143,59,0.11452315002679825
1736992516.636739,60,0.11242196708917618
1736992516.6368725,61,0.09667452424764633
1736992516.6369975,62,0.09545731544494629
1736992516.6371303,63,0.09135603904724121
1736992516.6372664,64,0.09245512634515762
1736992516.637393,65,0.08548005670309067
1736992516.6375308,66,0.08474379777908325
1736992516.637658,67,0.08523304015398026
1736992516.637794,68,0.08145041018724442
1736992516.6379318,69,0.07864225655794144
1736992516.6380892,70,0.07935888320207596
1736992516.6382568,71,0.07572775334119797
1736992516.638421,72,0.07197990268468857
1736992516.6385746,73,0.07191240787506104
1736992516.6387026,74,0.07001897692680359
1736992516.6387835,75,0.06626371294260025
1736992516.6388667,76,0.0663626417517662
1736992516.6389499,77,0.06371691077947617
1736992516.6390305,78,0.06251155585050583
1736992516.6391115,79,0.06206868588924408
1736992516.6391993,80,0.061070214956998825
1736992516.6392677,81,0.05236901342868805
1736992516.6393523,82,0.04969187080860138
1736992516.6394334,83,0.049849316477775574
1736992516.6395223,84,0.047907937318086624
1736992516.639608,85,0.04443364217877388
1736992516.6396844,86,0.045645277947187424
1736992516.6397676,87,0.04206712916493416
1736992516.6398828,88,0.0416230745613575
1736992516.6399207,89,0.041226405650377274
1736992516.6399944,90,0.043274592608213425
1736992516.6400769,91,0.04082157090306282
1736992516.6401663,92,0.0401780903339386
1736992516.6402357,93,0.037882354110479355
1736992516.6403213,94,0.03625519201159477
1736992516.6404028,95,0.0393817275762558
1736992516.640489,96,0.03720812872052193
1736992516.6405697,97,0.035511523485183716
1736992516.6406608,98,0.03475591540336609
1736992516.6407402,99,0.03631419315934181
1736992516.640823,100,0.033602431416511536
