Wall time,Step,Value
1737685849.7060678,1,2.0519773960113525
1737685849.7072055,2,1.6672630310058594
1737685849.7072322,3,1.4842370748519897
1737685849.7072532,4,1.3310531377792358
1737685849.7072728,5,1.2125135660171509
1737685849.7072904,6,1.1086572408676147
1737685849.7073133,7,1.0113977193832397
1737685849.7073305,8,0.9330193996429443
1737685849.7073474,9,0.8657291531562805
1737685849.7074554,10,0.8050941824913025
1737685849.7074752,11,0.7548539042472839
1737685849.7074926,12,0.7082371115684509
1737685849.7076406,13,0.6701180338859558
1737685849.7077723,14,0.6349614262580872
1737685849.7079034,15,0.59912109375
1737685849.7080286,16,0.5700786709785461
1737685849.7081583,17,0.5437914729118347
1737685849.7082882,18,0.5203400254249573
1737685849.7084115,19,0.49907898902893066
1737685849.708541,20,0.4773428440093994
1737685849.708668,21,0.44431981444358826
1737685849.708794,22,0.42851725220680237
1737685849.708917,23,0.41447463631629944
1737685849.709045,24,0.3995395600795746
1737685849.7091715,25,0.38426753878593445
1737685849.709321,26,0.371756911277771
1737685849.709455,27,0.36036062240600586
1737685849.7095838,28,0.3460872173309326
1737685849.7097201,29,0.33570265769958496
1737685849.709845,30,0.32338249683380127
1737685849.7099688,31,0.31074047088623047
1737685849.7100933,32,0.3024851977825165
1737685849.7102184,33,0.292620450258255
1737685849.710344,34,0.2845269739627838
1737685849.71047,35,0.27356237173080444
1737685849.7106025,36,0.26585209369659424
1737685849.7107255,37,0.2579610347747803
1737685849.7108498,38,0.24793751537799835
1737685849.7109728,39,0.24033808708190918
1737685849.7110956,40,0.23052126169204712
1737685849.7112198,41,0.2150292545557022
1737685849.7113426,42,0.20731091499328613
1737685849.7114642,43,0.2011115401983261
1737685849.711595,44,0.19448621571063995
1737685849.7117162,45,0.19108574092388153
1737685849.7118366,46,0.18287204205989838
1737685849.7119577,47,0.17954428493976593
1737685849.7120805,48,0.17118489742279053
1737685849.7122042,49,0.16718868911266327
1737685849.7123275,50,0.163840189576149
1737685849.71245,51,0.1564187854528427
1737685849.7125819,52,0.1522143930196762
1737685849.7127042,53,0.1483209729194641
1737685849.7128267,54,0.14237484335899353
1737685849.7129483,55,0.13853509724140167
1737685849.7130775,56,0.1304929256439209
1737685849.7131984,57,0.13140711188316345
1737685849.7133458,58,0.1271827518939972
1737685849.7134738,59,0.12011665105819702
1737685849.7135963,60,0.11994423717260361
1737685849.713721,61,0.10556795448064804
1737685849.7138438,62,0.10369674116373062
1737685849.7139664,63,0.0990564301609993
1737685849.7140884,64,0.09613040834665298
1737685849.7142107,65,0.09430855512619019
1737685849.7143319,66,0.08897262811660767
1737685849.7144535,67,0.09024418145418167
1737685849.7145753,68,0.08673179149627686
1737685849.714706,69,0.08317475765943527
1737685849.7148285,70,0.08163665980100632
1737685849.7149503,71,0.07815618067979813
1737685849.7150724,72,0.07658790051937103
1737685849.7151947,73,0.07487697154283524
1737685849.7153153,74,0.07231386005878448
1737685849.7154357,75,0.0705915316939354
1737685849.7155583,76,0.06936763972043991
1737685849.7156887,77,0.06896481662988663
1737685849.7160513,78,0.06614097207784653
1737685849.7162447,79,0.06260106712579727
1737685849.7163906,80,0.061268728226423264
1737685849.7165246,81,0.051812559366226196
1737685849.716658,82,0.04995973780751228
1737685849.716785,83,0.049282629042863846
1737685849.716918,84,0.04814992472529411
1737685849.7170398,85,0.04646238684654236
1737685849.7171698,86,0.04633200168609619
1737685849.7173328,87,0.04388706758618355
1737685849.717465,88,0.04657822847366333
1737685849.7175984,89,0.04195715859532356
1737685849.7177207,90,0.04071014001965523
1737685849.7178438,91,0.0406685471534729
1737685849.717966,92,0.03943667933344841
1737685849.7180924,93,0.03895891085267067
1737685849.7182403,94,0.039691537618637085
1737685849.7183864,95,0.037056419998407364
1737685849.718552,96,0.0366901196539402
1737685849.7187011,97,0.035051826387643814
1737685849.7188494,98,0.03254781663417816
1737685849.7189972,99,0.03315085172653198
1737685849.7191453,100,0.03335859626531601
