Wall time,Step,Value
1732816930.7614954,1,1.6177124977111816
1732816930.7633896,2,0.6964197158813477
1732816930.7634254,3,0.3610449731349945
1732816930.7634482,4,0.2283889502286911
1732816930.7634695,5,0.16809140145778656
1732816930.7638311,6,0.1335575431585312
1732816930.763874,7,0.11267020553350449
1732816930.763898,8,0.09699269384145737
1732816930.7639184,9,0.08638894557952881
1732816930.763938,10,0.07766526192426682
1732816930.763957,11,0.07031350582838058
1732816930.7639961,12,0.06378164142370224
1732816930.7642934,13,0.05880732461810112
1732816930.7647398,14,0.054561223834753036
1732816930.7649965,15,0.05038110539317131
1732816930.765395,16,0.04680221155285835
1732816930.7655103,17,0.044134244322776794
1732816930.7655413,18,0.0407949723303318
1732816930.7656813,19,0.0386340469121933
1732816930.7658322,20,0.03638589009642601
1732816930.7659905,21,0.034219611436128616
1732816930.7661626,22,0.03244625777006149
1732816930.7663138,23,0.030833320692181587
1732816930.7664645,24,0.029437145218253136
1732816930.7666152,25,0.028291767463088036
1732816930.7667654,26,0.02652534656226635
1732816930.7669075,27,0.025417767465114594
1732816930.7670493,28,0.024286819621920586
1732816930.7671905,29,0.023069975897669792
1732816930.767331,30,0.02217908762395382
1732816930.7674727,31,0.021335065364837646
1732816930.7676117,32,0.020724410191178322
1732816930.7677612,33,0.019545525312423706
1732816930.7679124,34,0.018797723576426506
1732816930.7680564,35,0.01810596138238907
1732816930.7682061,36,0.01709921658039093
1732816930.7683492,37,0.016879813745617867
1732816930.7684906,38,0.016008524224162102
1732816930.7686317,39,0.015035651624202728
1732816930.768779,40,0.014754931442439556
1732816930.7689168,41,0.014076265506446362
1732816930.7690568,42,0.013787615112960339
1732816930.7691965,43,0.01354435458779335
1732816930.769346,44,0.012647031806409359
1732816930.7694864,45,0.012749917805194855
1732816930.769625,46,0.012194201350212097
1732816930.7697625,47,0.0118169030174613
1732816930.7699015,48,0.011334113776683807
1732816930.770057,49,0.011220662854611874
1732816930.7702105,50,0.010787230916321278
1732816930.7703514,51,0.010458958335220814
1732816930.7704895,52,0.009946118108928204
1732816930.7706292,53,0.009777954779565334
1732816930.7707903,54,0.009572315029799938
1732816930.7709305,55,0.009186159819364548
1732816930.771073,56,0.009082213044166565
1732816930.7712145,57,0.00887808483093977
1732816930.7713242,58,0.008578180335462093
1732816930.771424,59,0.008342527784407139
1732816930.771524,60,0.008031080476939678
1732816930.7716148,61,0.007846887223422527
1732816930.7717125,62,0.007753513287752867
1732816930.771803,63,0.007572051603347063
1732816930.7719011,64,0.007340134587138891
1732816930.7720065,65,0.007291415706276894
1732816930.7721007,66,0.007077650632709265
1732816930.772188,67,0.006909576710313559
1732816930.772288,68,0.006661564577370882
1732816930.7723727,69,0.006704918574541807
1732816930.7725036,70,0.006367427762597799
1732816930.7725437,71,0.006331915035843849
1732816930.772806,72,0.006172591354697943
1732816930.772848,73,0.005969380494207144
1732816930.7729392,74,0.00591157516464591
1732816930.7730289,75,0.005761208012700081
1732816930.7731164,76,0.005453674588352442
1732816930.773203,77,0.005498046521097422
1732816930.7732499,78,0.005314294248819351
1732816930.7733307,79,0.005294686648994684
1732816930.773367,80,0.005025092512369156
1732816930.773403,81,0.005090686026960611
1732816930.773488,82,0.0048334430903196335
1732816930.7735782,83,0.004820062313228846
1732816930.7736642,84,0.004922055173665285
1732816930.7737036,85,0.0048291608691215515
1732816930.773739,86,0.0046593495644629
1732816930.773826,87,0.004542428068816662
1732816930.7739136,88,0.004244520328938961
1732816930.7740428,89,0.004429809749126434
1732816930.7741923,90,0.004389469046145678
1732816930.7742772,91,0.004404154140502214
1732816930.774316,92,0.004209561739116907
1732816930.7743518,93,0.004094315692782402
1732816930.7744389,94,0.004059595987200737
1732816930.77449,95,0.003975138533860445
1732816930.7745745,96,0.003974691033363342
1732816930.7746632,97,0.003912793938070536
1732816930.7747505,98,0.003788895672187209
1732816930.774963,99,0.0037711223121732473
1732816930.7750483,100,0.0036837260704487562
